classification_id,subject_ids,ForestType,ForestName,choice,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING,user_name,workflow_version,SnowDepth,Young,Antlers,Precipitation,Image1,Image2,Image3,Camera,SDCard
154694490,31428300,Pine ,WF,DEERWHITETAILED,0,0,0,0,0,0,0,1,abuckley2681,123.17,010CM,NO,NO,NO,04_26_WF_000028.JPG,04_26_WF_000029.JPG,04_26_WF_000030.JPG,4,26
155714801,31428301,Pine ,WF,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,04_26_WF_000031.JPG,04_26_WF_000032.JPG,04_26_WF_000033.JPG,4,26
155213589,31428302,Pine ,WF,DEERWHITETAILED,0,0,0,0,0,0,0,1,barthelmess,123.17,1020CM,NA,NO,NO,04_26_WF_000034.JPG,04_26_WF_000035.JPG,04_26_WF_000036.JPG,4,26
155213512,31428303,Pine ,WF,DOMESTICDOG,0,0,0,0,0,0,0,1,keandy16,123.17,010CM,NO,NA,NO,04_26_WF_000037.JPG,04_26_WF_000038.JPG,04_26_WF_000039.JPG,4,26
156715742,31428304,Pine ,WF,COYOTE,0,0,0,0,0,0,0,1,seauch15,123.17,010CM,NO,NA,NO,04_26_WF_000040.JPG,04_26_WF_000041.JPG,04_26_WF_000042.JPG,4,26
155207338,31428305,Pine ,WF,HUMAN,0,0,0,0,0.2,0.4,0,0.8,barthelmess,123.17,010CM,NA,NA,NO,04_26_WF_000043.JPG,04_26_WF_000044.JPG,04_26_WF_000045.JPG,4,26
155205994,31428306,Pine ,WF,COYOTE,0,0,0,0,0,0,0,1,barthelmess,123.17,2030CM,NO,NA,NO,04_26_WF_000046.JPG,04_26_WF_000047.JPG,04_26_WF_000048.JPG,4,26
156655409,31428307,Pine ,WF,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,keandy16,123.17,NA,NA,NA,NA,04_26_WF_000049.JPG,04_26_WF_000050.JPG,04_26_WF_000051.JPG,4,26
154689291,31428308,Pine ,DEG,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,not-logged-in-ea8b6654dd2e422db430,123.17,NA,NA,NA,NA,08_23_DEG_000001.JPG,08_23_DEG_000002.JPG,08_23_DEG_000003.JPG,8,23
156719152,31428309,Pine ,DEG,DEERWHITETAILED,0,0,0,0.333333333,0,0,0.333333333,0.666666667,seauch15,123.17,1020CM,NO,NO,NO,08_23_DEG_000004.JPG,08_23_DEG_000005.JPG,08_23_DEG_000006.JPG,8,23
156491692,31428310,Pine ,DEG,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,brigidbarstow,123.17,1020CM,NO,NA,YES,08_23_DEG_000007.JPG,08_23_DEG_000008.JPG,08_23_DEG_000009.JPG,8,23
156308389,31428311,Pine ,DEG,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,LJKinsey,123.17,NA,NA,NA,NA,08_23_DEG_000010.JPG,08_23_DEG_000011.JPG,08_23_DEG_000012.JPG,8,23
155219195,31428312,Pine ,DEG,SNOWSHOEHARE,0,0,0,0,0,0,0.25,1,not-logged-in-5ceb81b0867e229aead2,123.17,010CM,NO,NA,NO,08_23_DEG_000013.JPG,08_23_DEG_000014.JPG,08_23_DEG_000015.JPG,8,23
156034436,31428313,Pine ,WF,DEERWHITETAILED,0,0,0,0,0,0,0,1,keandy16,123.17,1020CM,NO,YES,YES,09_25_WF_000001.JPG,09_25_WF_000002.JPG,09_25_WF_000003.JPG,9,25
154687895,31428314,Pine ,WF,SQUIRRELGRAY,0,0,0,0,0,0,0.8,0.2,MWillis875,123.17,010CM,NO,NA,NO,09_25_WF_000004.JPG,09_25_WF_000005.JPG,09_25_WF_000006.JPG,9,25
155943409,31428315,Deciduous ,BC,DEERWHITETAILED,0,0,0,0.5,0,0,0.75,0,anvon15,123.17,2030CM,NO,NO,YES,11_13_BC_000002.JPG,11_13_BC_000001.JPG,11_13_BC_000003.JPG,11,13
154690832,31428316,Deciduous ,BC,DEERWHITETAILED,0,0,0,0.4,0,0,0,0.8,abuckley2681,123.17,1020CM,NO,NO,YES,11_13_BC_000004.JPG,11_13_BC_000005.JPG,11_13_BC_000006.JPG,11,13
154693615,31428317,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,MWillis875,123.17,NA,NA,NA,NA,11_13_BC_000007.JPG,11_13_BC_000008.JPG,11_13_BC_000009.JPG,11,13
155212878,31428318,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000010.JPG,11_13_BC_000011.JPG,11_13_BC_000012.JPG,11,13
154695400,31428319,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,Hartk,123.17,NA,NA,NA,NA,11_13_BC_000013.JPG,11_13_BC_000014.JPG,11_13_BC_000015.JPG,11,13
155709993,31428320,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000016.JPG,11_13_BC_000017.JPG,11_13_BC_000018.JPG,11,13
155952548,31428321,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0.666666667,0.333333333,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000019.JPG,11_13_BC_000020.JPG,11_13_BC_000021.JPG,11,13
154695634,31428322,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.166666667,0,0,0,1,Hartk,123.17,010CM,NO,NA,NO,11_13_BC_000022.JPG,11_13_BC_000023.JPG,11_13_BC_000024.JPG,11,13
153664300,31428323,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,barthelmess,123.17,010CM,NO,NA,NO,11_13_BC_000025.JPG,11_13_BC_000026.JPG,11_13_BC_000027.JPG,11,13
154693683,31428324,Deciduous ,BC,SQUIRRELGRAY,0,0,0,1,0,0,0.333333333,0,not-logged-in-a171f677a40edce0c0ab,123.17,010CM,NO,NA,NO,11_13_BC_000028.JPG,11_13_BC_000029.JPG,11_13_BC_000030.JPG,11,13
156533778,31428325,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.666666667,0,0,0,1,kdmccr18,123.17,010CM,NO,NA,NO,11_13_BC_000031.JPG,11_13_BC_000032.JPG,11_13_BC_000033.JPG,11,13
156309967,31428326,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.666666667,0,0,0,0.666666667,LJKinsey,123.17,010CM,NO,NA,NO,11_13_BC_000034.JPG,11_13_BC_000035.JPG,11_13_BC_000036.JPG,11,13
155941264,31428327,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000037.JPG,11_13_BC_000038.JPG,11_13_BC_000039.JPG,11,13
154694805,31428328,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.4,0,0,0,1,MWillis875,123.17,010CM,NO,NA,NO,11_13_BC_000040.JPG,11_13_BC_000041.JPG,11_13_BC_000042.JPG,11,13
155946301,31428329,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000043.JPG,11_13_BC_000044.JPG,11_13_BC_000045.JPG,11,13
155940337,31428330,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000046.JPG,11_13_BC_000047.JPG,11_13_BC_000048.JPG,11,13
155711069,31428331,Deciduous ,BC,PORCUPINE,1,0,0,0,0,0,0,0,anvon15,123.17,1020CM,NO,NA,NO,11_13_BC_000049.JPG,11_13_BC_000050.JPG,11_13_BC_000051.JPG,11,13
155219215,31428332,Deciduous ,BC,SQUIRRELGRAY,0,0.333333333,0,0.333333333,0,0,0,0.666666667,not-logged-in-7c1b6498a0e76856e726,123.17,NA,NA,NA,NA,11_13_BC_000052.JPG,11_13_BC_000053.JPG,11_13_BC_000054.JPG,11,13
155208069,31428333,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000055.JPG,11_13_BC_000056.JPG,11_13_BC_000057.JPG,11,13
153728082,31428334,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,micheleroberge,123.17,NA,NA,NA,NA,11_13_BC_000058.JPG,11_13_BC_000059.JPG,11_13_BC_000060.JPG,11,13
155882671,31428335,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.25,0,0,0,1,barthelmess,123.17,1020CM,NA,NA,NO,11_13_BC_000061.JPG,11_13_BC_000062.JPG,11_13_BC_000063.JPG,11,13
156435767,31428336,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0.5,0.5,brigidbarstow,123.17,1020CM,NO,NA,NO,11_13_BC_000064.JPG,11_13_BC_000065.JPG,11_13_BC_000066.JPG,11,13
153927615,31428337,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,micheleroberge,123.17,1020CM,NO,NA,NO,11_13_BC_000067.JPG,11_13_BC_000068.JPG,11_13_BC_000069.JPG,11,13
156486098,31428338,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,kdmccr18,123.17,1020CM,NO,NA,NO,11_13_BC_000070.JPG,11_13_BC_000071.JPG,11_13_BC_000072.JPG,11,13
155716479,31428339,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000073.JPG,11_13_BC_000074.JPG,11_13_BC_000075.JPG,11,13
155715142,31428340,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000076.JPG,11_13_BC_000077.JPG,11_13_BC_000078.JPG,11,13
155774737,31428341,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.5,0,0,0.5,0.833333333,keandy16,123.17,010CM,NO,NA,NO,11_13_BC_000079.JPG,11_13_BC_000080.JPG,11_13_BC_000081.JPG,11,13
156489349,31428342,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,kdmccr18,123.17,010CM,NO,NA,NO,11_13_BC_000082.JPG,11_13_BC_000083.JPG,11_13_BC_000084.JPG,11,13
156850872,31428343,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,emmaoldow,123.17,NA,NA,NA,NA,11_13_BC_000085.JPG,11_13_BC_000086.JPG,11_13_BC_000087.JPG,11,13
154687083,31428344,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.2,0,0,0.2,0.6,MWillis875,123.17,1020CM,NO,NA,YES,11_13_BC_000088.JPG,11_13_BC_000089.JPG,11_13_BC_000090.JPG,11,13
155770592,31428345,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.75,0,0,0,0.75,keandy16,123.17,010CM,NO,NA,NO,11_13_BC_000091.JPG,11_13_BC_000092.JPG,11_13_BC_000093.JPG,11,13
155948222,31428346,Deciduous ,BC,SQUIRRELGRAY,0,0,0,1,0,0,0.333333333,0,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000094.JPG,11_13_BC_000095.JPG,11_13_BC_000096.JPG,11,13
155943081,31428347,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000097.JPG,11_13_BC_000098.JPG,11_13_BC_000099.JPG,11,13
155908130,31428348,Deciduous ,BC,SQUIRRELGRAY,1,0,0,0,0,0,0,0,BMAC965,123.17,1020CM,NO,NA,NO,11_13_BC_000100.JPG,11_13_BC_000101.JPG,11_13_BC_000102.JPG,11,13
155717655,31428349,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000103.JPG,11_13_BC_000104.JPG,11_13_BC_000105.JPG,11,13
155906031,31428350,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,Donovan.Spaulding,123.17,NA,NA,NA,NA,11_13_BC_000106.JPG,11_13_BC_000107.JPG,11_13_BC_000108.JPG,11,13
155775176,31428351,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,1,0,keandy16,123.17,010CM,NO,NA,NO,11_13_BC_000109.JPG,11_13_BC_000110.JPG,11_13_BC_000111.JPG,11,13
155209931,31428352,Deciduous ,BC,OTHERSMALLMAMMAL,0,0,0,0,0,0,0,1,keandy16,123.17,010CM,NO,NA,NO,11_13_BC_000112.JPG,11_13_BC_000113.JPG,11_13_BC_000114.JPG,11,13
154693250,31428353,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0.4,0.6,MWillis875,123.17,010CM,NO,NA,NO,11_13_BC_000115.JPG,11_13_BC_000116.JPG,11_13_BC_000117.JPG,11,13
155868516,31428354,Deciduous ,BC,SQUIRRELGRAY,0,0,0,1,0,0,0,0,BMAC965,123.17,010CM,NO,NA,NO,11_13_BC_000121.JPG,11_13_BC_000122.JPG,11_13_BC_000123.JPG,11,13
155881445,31428355,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,010CM,NO,NA,NO,11_13_BC_000124.JPG,11_13_BC_000125.JPG,11_13_BC_000126.JPG,11,13
156315715,31428356,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,anvon15,123.17,NA,NA,NA,NA,11_13_BC_000127.JPG,11_13_BC_000128.JPG,11_13_BC_000129.JPG,11,13
154693848,31428357,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.6,0,0,0.4,0.2,Hartk,123.17,010CM,NO,NA,NO,11_13_BC_000130.JPG,11_13_BC_000131.JPG,11_13_BC_000132.JPG,11,13
155907927,31428358,Deciduous ,BC,SQUIRRELGRAY,0,0,0,1,0,0,0.5,0.5,BMAC965,123.17,010CM,NO,NA,NO,11_13_BC_000133.JPG,11_13_BC_000134.JPG,11_13_BC_000135.JPG,11,13
156310535,31428359,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,LJKinsey,123.17,NA,NA,NA,NA,11_13_BC_000136.JPG,11_13_BC_000137.JPG,11_13_BC_000138.JPG,11,13
156827014,31428360,Deciduous ,BC,TURKEY,0,0,0,0,0,0,0,1,meghankelly898,123.17,010CM,NO,NA,NO,11_13_BC_000139.JPG,11_13_BC_000140.JPG,11_13_BC_000141.JPG,11,13
154694387,31428361,Deciduous ,BC,TURKEY,0,0,0,0,0,0,0.25,0.75,not-logged-in-d0b06505b62640b2f255,123.17,NA,NA,NA,NA,11_13_BC_000142.JPG,11_13_BC_000143.JPG,11_13_BC_000144.JPG,11,13
156406803,31428362,Deciduous ,BC,BOBCAT,0,0,0,0,0,0,0,1,barthelmess,123.17,1020CM,NO,NA,NO,11_13_BC_000145.JPG,11_13_BC_000146.JPG,11_13_BC_000147.JPG,11,13
155945286,31428363,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,anvon15,123.17,010CM,NO,NA,NO,11_13_BC_000148.JPG,11_13_BC_000149.JPG,11_13_BC_000150.JPG,11,13
156642395,31428364,Deciduous ,BC,PORCUPINE,0,0,0,0,0,0,0,1,not-logged-in-68b972b33323bc96931d,123.17,NA,NA,NA,NA,11_13_BC_000151.JPG,11_13_BC_000152.JPG,11_13_BC_000153.JPG,11,13
156236892,31428365,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0.333333333,0.333333333,0.666666667,LJKinsey,123.17,010CM,NO,NA,NO,11_13_BC_000154.JPG,11_13_BC_000155.JPG,11_13_BC_000156.JPG,11,13
156720823,31428366,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,seauch15,123.17,NA,NA,NA,NA,11_13_BC_000157.JPG,11_13_BC_000158.JPG,11_13_BC_000159.JPG,11,13
155206679,31428367,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000160.JPG,11_13_BC_000161.JPG,11_13_BC_000162.JPG,11,13
155209403,31428368,Deciduous ,BC,PORCUPINE,0,0,0,0.666666667,0,0.333333333,0,0,barthelmess,123.17,1020CM,NO,NA,NO,11_13_BC_000163.JPG,11_13_BC_000164.JPG,11_13_BC_000165.JPG,11,13
155992730,31428369,Deciduous ,BC,OTHERSMALLMAMMAL,0,0,0,0,0,0,0,1,LJKinsey,123.17,010CM,NO,NA,NO,11_13_BC_000166.JPG,11_13_BC_000167.JPG,11_13_BC_000168.JPG,11,13
153664075,31428370,Deciduous ,BC,WEASEL,0,0,0,0,0,0,0,1,barthelmess,123.17,1020CM,NO,NA,NO,11_13_BC_000169.JPG,11_13_BC_000170.JPG,11_13_BC_000171.JPG,11,13
155897649,31428371,Deciduous ,BC,SQUIRRELGRAY,0,0.333333333,0,0,0,0,0,0.666666667,not-logged-in-6f81ae374d09283ea787,123.17,2030CM,NO,NA,NO,11_13_BC_000172.JPG,11_13_BC_000173.JPG,11_13_BC_000174.JPG,11,13
154693676,31428372,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,Hartk,123.17,3040CM,NO,NA,NO,11_13_BC_000175.JPG,11_13_BC_000176.JPG,11_13_BC_000177.JPG,11,13
154691191,31428373,Deciduous ,BC,GROUSERUFFED,0,0,0,0,0,0,0.714285714,0.428571429,abuckley2681,123.17,1020CM,NO,NA,NO,11_13_BC_000178.JPG,11_13_BC_000179.JPG,11_13_BC_000180.JPG,11,13
155209604,31428374,Deciduous ,BC,FISHER,0,0,0,0,0,0.333333333,0.666666667,0,barthelmess,123.17,NA,NO,NA,NO,11_13_BC_000181.JPG,11_13_BC_000182.JPG,11_13_BC_000183.JPG,11,13
154689716,31428375,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.25,0,0,0,1,not-logged-in-42881cd7c1c2c2f4d1fc,123.17,1020CM,NO,NA,YES,11_13_BC_000184.JPG,11_13_BC_000185.JPG,11_13_BC_000186.JPG,11,13
154695120,31428376,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,abuckley2681,123.17,010CM,NO,NA,NO,11_13_BC_000187.JPG,11_13_BC_000188.JPG,11_13_BC_000189.JPG,11,13
155907976,31428377,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.5,0,0,0,0.5,BMAC965,123.17,010CM,NO,NA,NO,11_13_BC_000190.JPG,11_13_BC_000191.JPG,11_13_BC_000192.JPG,11,13
153839693,31428378,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000193.JPG,11_13_BC_000194.JPG,11_13_BC_000195.JPG,11,13
156000463,31428379,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,LJKinsey,123.17,NA,NA,NA,NA,11_13_BC_000196.JPG,11_13_BC_000197.JPG,11_13_BC_000198.JPG,11,13
155713768,31428380,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,anvon15,123.17,1020CM,NO,NA,NO,11_13_BC_000199.JPG,11_13_BC_000200.JPG,11_13_BC_000201.JPG,11,13
156177158,31428381,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.333333333,0,0,0.5,0.333333333,keandy16,123.17,010CM,NO,NA,NO,11_13_BC_000202.JPG,11_13_BC_000203.JPG,11_13_BC_000204.JPG,11,13
153840015,31428382,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000205.JPG,11_13_BC_000206.JPG,11_13_BC_000207.JPG,11,13
155207688,31428383,Deciduous ,BC,DEERWHITETAILED,0,0,0,1,0,0,0.5,0,barthelmess,123.17,2030CM,NA,NO,NO,11_13_BC_000208.JPG,11_13_BC_000209.JPG,11_13_BC_000210.JPG,11,13
155215341,31428384,Deciduous ,BC,DEERWHITETAILED,0,0,0,1,0,0,0.666666667,0,keandy16,123.17,010CM,NO,NO,NO,11_13_BC_000211.JPG,11_13_BC_000212.JPG,11_13_BC_000213.JPG,11,13
156655255,31428385,Deciduous ,BC,DEERWHITETAILED,0,0,0,1,0,0,0,0,keandy16,123.17,1020CM,NO,NO,YES,11_13_BC_000214.JPG,11_13_BC_000215.JPG,11_13_BC_000216.JPG,11,13
155208688,31428386,Deciduous ,BC,DEERWHITETAILED,0,0,0,0.25,0,0,0.5,0.25,barthelmess,123.17,2030CM,NO,NO,YES,11_13_BC_000217.JPG,11_13_BC_000218.JPG,11_13_BC_000219.JPG,11,13
156170488,31428387,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,keandy16,123.17,NA,NA,NA,NA,11_13_BC_000220.JPG,11_13_BC_000221.JPG,11_13_BC_000222.JPG,11,13
154310603,31428388,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0,1,keandy16,123.17,1020CM,NO,NA,NO,11_13_BC_000223.JPG,11_13_BC_000224.JPG,11_13_BC_000225.JPG,11,13
155997044,31428389,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,LJKinsey,123.17,NA,NA,NA,NA,11_13_BC_000226.JPG,11_13_BC_000227.JPG,11_13_BC_000228.JPG,11,13
156436409,31428390,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,brigidbarstow,123.17,NA,NA,NA,NA,11_13_BC_000229.JPG,11_13_BC_000230.JPG,11_13_BC_000231.JPG,11,13
153729361,31428391,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,micheleroberge,123.17,NA,NA,NA,NA,11_13_BC_000232.JPG,11_13_BC_000233.JPG,11_13_BC_000234.JPG,11,13
156719393,31428392,Deciduous ,BC,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,seauch15,123.17,NA,NA,NA,NA,11_13_BC_000235.JPG,11_13_BC_000236.JPG,11_13_BC_000237.JPG,11,13
156706237,31428393,Deciduous ,BC,TURKEY,0,0,0,0,0,0,0,1,seauch15,123.17,010CM,NA,NA,NO,11_13_BC_000238.JPG,11_13_BC_000239.JPG,11_13_BC_000240.JPG,11,13
155206739,31428394,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.75,0,0,0,1,barthelmess,123.17,010CM,NO,NA,NO,11_13_BC_000241.JPG,11_13_BC_000242.JPG,11_13_BC_000243.JPG,11,13
155205555,31428395,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,barthelmess,123.17,NA,NA,NA,NA,11_13_BC_000244.JPG,11_13_BC_000245.JPG,11_13_BC_000246.JPG,11,13
153927348,31428396,Deciduous ,BC,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,micheleroberge,123.17,NA,NA,NA,NA,11_13_BC_000247.JPG,11_13_BC_000248.JPG,11_13_BC_000249.JPG,11,13
155907094,31428397,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0,0,0,0.666666667,0.333333333,Donovan.Spaulding,123.17,010CM,NO,NA,NO,11_13_BC_000250.JPG,11_13_BC_000251.JPG,11_13_BC_000252.JPG,11,13
155207468,31428398,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.142857143,0,0,0.571428571,0.428571429,barthelmess,123.17,010CM,NO,NA,NO,11_13_BC_000253.JPG,11_13_BC_000254.JPG,11_13_BC_000255.JPG,11,13
153663452,31428399,Deciduous ,BC,SQUIRRELGRAY,0,0,0,0.4,0.2,0,0.4,0.6,barthelmess,123.17,010CM,NO,NA,NO,11_13_BC_000256.JPG,11_13_BC_000257.JPG,11_13_BC_000258.JPG,11,13
